time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/clip_fraction,rollout/ep_rew_mean,train/loss,train/n_updates,train/clip_range,train/policy_gradient_loss,rollout/ep_len_mean,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate
2259948,137,166,843,0.00634765625,24.691599999999998,0.005728883668780327,8803,0.2,-0.004104612409719266,262.28,0.0015284169,-0.22108879685401917,0.023331785516347736,0.9905299544334412,2.5e-05
2260972,138,166,849,0.005859375,24.869025000000008,0.006514804437756538,8807,0.2,-0.004415782605065033,265.95,0.0022873415,-0.2568656336516142,0.06718757306225598,0.9622834324836731,2.5e-05
2261996,139,166,855,0.015625,25.053525,0.02293381094932556,8811,0.2,-0.002192817541072145,267.61,0.0028871382,-0.2679548356682062,0.03978893137536943,0.9877238273620605,2.5e-05
2263020,140,166,861,0.01220703125,25.056675,-0.001124347560107708,8815,0.2,-0.004206747282296419,267.3,0.0028502692,-0.22585666179656982,0.019356750592123717,0.9930343627929688,2.5e-05
2264044,141,166,867,0.015869140625,25.069249999999997,-0.01524045504629612,8819,0.2,-0.006348778901156038,266.68,0.0031300273,-0.22780846524983644,0.011645351769402623,0.9961374998092651,2.5e-05
2265068,142,166,873,0.0029296875,25.06925,-0.005292239598929882,8823,0.2,-0.002059067803202197,266.68,0.00069017545,-0.1990991523489356,0.003948715777369216,0.9982850551605225,2.5e-05
2266092,143,166,879,0.01025390625,25.059050000000003,0.018286902457475662,8827,0.2,-0.0029573520296253264,267.61,0.0019496068,-0.24142333958297968,0.046102210064418614,0.9806258082389832,2.5e-05
2267116,144,166,885,0.013916015625,25.059050000000006,-0.009960262104868889,8831,0.2,-0.004361237253760919,267.61,0.0025431158,-0.265848932787776,0.017615167307667434,0.9945491552352905,2.5e-05
2268140,145,166,891,0.005615234375,25.0702,-0.0011830348521471024,8835,0.2,-0.0022256522497627884,267.48,0.0013942735,-0.2095058960840106,0.004505769902607426,0.998279869556427,2.5e-05
2269164,146,166,897,0.00537109375,25.08135,-0.00325030111707747,8839,0.2,-0.0036053908988833427,267.48,0.0013429585,-0.20754896104335785,0.0029497971991077065,0.9986381530761719,2.5e-05
