time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/approx_kl,train/clip_fraction,train/loss,train/value_loss,train/entropy_loss,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/clip_range,train/explained_variance
1208356,243.62,184,800,19.417299999999997,144,0.007320621,0.03466796875,0.2052396982908249,0.517106257379055,-0.5451845433562994,0.0001,4708,-0.005243354826234281,0.2,0.8723897933959961
1209380,240.16,184,806,19.220999999999997,145,0.0034064227,0.033447265625,0.127121701836586,0.2822114583104849,-0.6617209985852242,0.0001,4712,-0.002760950825177133,0.2,0.933674156665802
1210404,238.0,184,811,19.175299999999996,146,0.009597359,0.048095703125,0.3211684226989746,1.0785167440772057,-0.5377648510038853,0.0001,4716,-0.0032344600185751915,0.2,0.7545586824417114
1211428,236.31,184,817,19.1829,147,0.0070342366,0.033203125,0.23702751100063324,0.6184046678245068,-0.6422332972288132,0.0001,4720,-0.0054502505518030375,0.2,0.8096058368682861
1212452,239.38,184,822,19.4184,148,0.0046091056,0.021728515625,0.11871173977851868,0.3421242032200098,-0.6545360833406448,0.0001,4724,-0.0046820491552352905,0.2,0.9326249361038208
1213476,236.67,184,828,19.2948,149,0.0050040656,0.024169921875,0.3034731149673462,0.709179449826479,-0.5743952989578247,0.0001,4728,-0.0013295561366248876,0.2,0.8051436543464661
1214500,232.31,184,833,19.002899999999997,150,0.006727323,0.056396484375,0.13995952904224396,0.46725973300635815,-0.6079244799911976,0.0001,4732,-0.005101851711515337,0.2,0.870702862739563
1215524,229.05,184,839,18.8521,151,0.0018544567,0.029541015625,0.5063516497612,1.1913913898169994,-0.5832643173635006,0.0001,4736,-0.0005161928420420736,0.2,0.8035662770271301
1216548,227.46,184,845,18.662000000000003,152,0.0046220147,0.029052734375,0.4483780562877655,0.9601468704640865,-0.5359507724642754,0.0001,4740,-0.0062162011745385826,0.2,0.7306521534919739
1217572,230.34,184,851,19.012100000000004,153,0.002535047,0.018310546875,0.35754653811454773,0.8674191646277905,-0.6826597303152084,0.0001,4744,-0.0024279215140268207,0.2,0.7681490182876587
1218596,226.92,184,856,18.858000000000004,154,0.0021359304,0.02294921875,0.25077834725379944,0.6248253937810659,-0.5846282355487347,0.0001,4748,-0.0002988358901347965,0.2,0.7767977714538574
1219620,232.89,184,862,19.2159,155,0.007730732,0.052734375,0.19937434792518616,0.5275725908577442,-0.5541503690183163,0.0001,4752,-0.004717775824246928,0.2,0.794974684715271
1220644,231.92,184,867,19.230700000000002,156,0.0033557678,0.01708984375,0.11627994477748871,0.37197558488696814,-0.571718230843544,0.0001,4756,-0.005430252989754081,0.2,0.9208475351333618
1221668,227.74,184,873,18.9052,157,0.009892026,0.06787109375,0.08863328397274017,0.3013553060591221,-0.6972535364329815,0.0001,4760,-0.004698655422544107,0.2,0.9207968711853027
1222692,234.2,184,879,19.315600000000003,158,0.0066041583,0.16796875,0.6081941723823547,1.2209338620305061,-0.617416437715292,0.0001,4764,-0.0003762734995689243,0.2,0.7278455495834351
1223716,236.56,184,884,19.326800000000002,159,0.0075274548,0.045166015625,0.10017121583223343,0.31823527812957764,-0.5871190428733826,0.0001,4768,-0.005348628445062786,0.2,0.9360233545303345
1224740,236.5,184,890,19.476799999999997,160,0.0027944571,0.009521484375,0.27205756306648254,0.6659935601055622,-0.6319063231348991,0.0001,4772,-0.003386895841686055,0.2,0.9202564358711243
1225764,232.33,184,895,19.113699999999998,161,0.0047181444,0.01904296875,0.17156556248664856,0.47149370796978474,-0.5633411221206188,0.0001,4776,-0.0029648462950717658,0.2,0.8855214715003967
