time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/learning_rate,train/clip_fraction,train/n_updates,train/entropy_loss,train/approx_kl,train/explained_variance,train/clip_range,train/loss,train/value_loss,train/policy_gradient_loss
1044512,165.11,182,808,13.286399999999999,144,0.0001,0.031494140625,4068,-0.6794106736779213,0.005646196,0.6516970992088318,0.2,0.2412056028842926,0.6790349148213863,-0.0009988305973820388
1045536,166.32,182,813,13.245999999999999,145,0.0001,0.0478515625,4072,-0.7357575409114361,0.0059986543,0.53424072265625,0.2,0.3122818171977997,0.7149056382477283,-0.0039167799113783985
1046560,170.91,182,819,13.774199999999999,146,0.0001,0.0576171875,4076,-0.6931614391505718,0.0057980455,0.7118251323699951,0.2,0.28183606266975403,0.6622336767613888,-0.004384517727885395
1047584,171.55,182,824,13.726300000000002,147,0.0001,0.0400390625,4080,-0.7978482283651829,0.005084903,0.6760001182556152,0.2,0.28012987971305847,0.6564313657581806,-0.0023894764890428632
1048608,177.25,182,830,14.1144,148,0.0001,0.021728515625,4084,-0.7169479839503765,0.0047282786,0.6643505096435547,0.2,0.2448618859052658,0.5908772423863411,-0.003431388846365735
1049632,181.77,182,836,14.441400000000003,149,0.0001,0.064208984375,4088,-0.7421782799065113,0.009327689,0.5706453323364258,0.2,0.2762088477611542,0.7325834408402443,-0.007237230485770851
1050656,183.67,182,841,14.601500000000001,150,0.0001,0.0625,4092,-0.6884972304105759,0.009490383,0.7703671455383301,0.2,0.3423249125480652,0.8150079734623432,-0.0003530633694026619
1051680,187.51,182,847,14.881899999999998,151,0.0001,0.0712890625,4096,-0.7026901952922344,0.006353175,0.5042798519134521,0.2,0.5991864204406738,0.9989567846059799,-0.005659426562488079
1052704,186.8,182,852,14.816300000000002,152,0.0001,0.031982421875,4100,-0.6982208751142025,0.007701516,0.6950575113296509,0.2,0.21454648673534393,0.5742990262806416,-0.005041057171183638
1053728,186.36,182,858,14.862699999999997,153,0.0001,0.0478515625,4104,-0.7246801033616066,0.006035088,0.4991368055343628,0.2,0.64849853515625,1.2337067164480686,-0.0008173604146577418
1054752,183.91,182,864,14.642800000000005,154,0.0001,0.019775390625,4108,-0.7182214744389057,0.0040275445,0.6914474964141846,0.2,0.47015735507011414,0.8195325210690498,-0.004703907063230872
1055776,187.62,182,870,14.8502,155,0.0001,0.033935546875,4112,-0.7376774773001671,0.0036542437,0.6858739852905273,0.2,0.38979730010032654,0.7742565423250198,-0.004089733760338277
1056800,187.69,182,875,14.912700000000003,156,0.0001,0.043701171875,4116,-0.7016613855957985,0.008564882,0.6902729272842407,0.2,0.21478421986103058,0.6057493630796671,-0.0027418065874371678
1057824,183.92,182,881,14.809799999999997,157,0.0001,0.0205078125,4120,-0.6746305450797081,0.003767822,0.6771243810653687,0.2,0.2926761209964752,0.7161498125642538,-0.0034736272937152535
1058848,179.58,182,886,14.462,158,0.0001,0.073486328125,4124,-0.7138171531260014,0.008145528,0.6458067893981934,0.2,0.5059294104576111,1.0890713818371296,-0.0027589824749156833
1059872,179.81,182,892,14.509800000000002,159,0.0001,0.0126953125,4128,-0.7892005406320095,0.0040579764,0.67612624168396,0.2,0.2902427017688751,0.9402943700551987,-0.002669328823685646
1060896,181.13,182,898,14.586599999999999,160,0.0001,0.038330078125,4132,-0.7283044494688511,0.007070961,0.7461609840393066,0.2,0.30356523394584656,0.7448040582239628,-0.0030744262621738017
