time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/policy_gradient_loss,rollout/ep_len_mean,train/explained_variance,train/clip_range,train/value_loss,rollout/ep_rew_mean,train/entropy_loss,train/clip_fraction,train/n_updates,train/loss,train/learning_rate,train/approx_kl
2545652,122,743,168,-0.0009984815260395408,287.44,0.8888976573944092,0.2,0.10097157349810004,19.8775,-0.21109601948410273,0.005126953125,9919,0.026397233828902245,1e-05,0.0014424627
2546676,123,749,168,-0.001283712321310304,287.05,0.9174426198005676,0.2,0.0648587322793901,19.894000000000002,-0.14716209657490253,0.004150390625,9923,0.0134862270206213,1e-05,0.00077956356
2547700,124,755,168,-0.0006435588002204895,287.05,0.9535776376724243,0.2,0.04703567235264927,19.894000000000002,-0.14698733249679208,0.000244140625,9927,0.01336686871945858,1e-05,0.00021069124
2548724,125,761,168,0.00011346273822709918,287.05,0.9675097465515137,0.2,0.04784116509836167,19.894000000000002,-0.15985546726733446,0.00341796875,9931,0.015202592127025127,1e-05,0.00026630738
2549748,126,767,168,-0.00105605750286486,307.18,0.9569113850593567,0.2,0.10161737585440278,19.651200000000003,-0.18760657217353582,0.00048828125,9935,0.03861701488494873,1e-05,0.00039222004
2550772,127,773,168,-0.0006917305872775614,305.74,0.9139747619628906,0.2,0.23346815444529057,19.676300000000005,-0.23872610833495855,0.00146484375,9939,0.0872296392917633,1e-05,0.0002772903
2551796,128,780,167,-0.0010489455453353003,306.67,0.5263156294822693,0.2,0.04837977373972535,19.846850000000003,-0.16837515402585268,0.00048828125,9943,0.011834364384412766,1e-05,0.0002863648
2552820,129,786,167,-0.0006067552603781223,306.05,0.6888340711593628,0.2,0.03315336350351572,20.0409,-0.16599348932504654,0.000244140625,9947,0.008729053661227226,1e-05,0.00025751872
2553844,130,792,167,-0.001829489105148241,293.27,0.7509083151817322,0.2,0.021830113953910768,20.081450000000004,-0.16091818548738956,0.0068359375,9951,0.005243448540568352,1e-05,0.0012289763
2554868,131,798,167,-0.001031639170832932,293.27,0.808892548084259,0.2,0.013922195124905556,20.081450000000004,-0.15896719880402088,0.000244140625,9955,0.0018606220837682486,1e-05,0.0003681793
2555892,132,805,167,-0.0009638403716962785,293.27,0.8891440629959106,0.2,0.07826385530643165,20.081450000000004,-0.181501186452806,0.00048828125,9959,0.04099145531654358,1e-05,0.00023109769
2556916,133,811,167,0.0005534604133572429,293.27,0.9549762010574341,0.2,0.045214099111035466,20.081450000000004,-0.17966074030846357,0.0048828125,9963,0.014582503587007523,1e-05,0.00050534715
2557940,134,817,167,0.0001297064300160855,301.22,0.970102846622467,0.2,0.03533821681048721,20.04865,-0.18829927314072847,0.0,9967,0.012349259108304977,1e-05,0.0002843535
2558964,135,823,167,-0.0025373715616296977,302.18,0.9402146339416504,0.2,0.0738376711960882,20.191850000000002,-0.209314975887537,0.003173828125,9971,0.03015613555908203,1e-05,0.00076978304
2559988,136,830,167,-0.002187383273849264,302.18,0.8018483519554138,0.2,0.021064953063614666,20.191850000000002,-0.16112667322158813,0.000244140625,9975,0.0033304495736956596,1e-05,0.00032613985
2561012,137,836,167,-0.0011924688587896526,302.18,0.8628036379814148,0.2,0.011671497719362378,20.191850000000002,-0.1583740459755063,0.000244140625,9979,0.000970594584941864,1e-05,0.00030747236
2562036,138,842,167,-0.001415096630807966,301.68,0.8760152459144592,0.2,0.00929726188769564,20.2142,-0.15506348945200443,0.0029296875,9983,-0.0006605840753763914,1e-05,0.0009838364
2563060,139,848,167,-0.001525052561191842,301.67,0.8196724057197571,0.2,0.014110925898421556,20.228150000000003,-0.1584356864914298,0.00048828125,9987,-0.0008874824270606041,1e-05,0.0003338998
2564084,140,854,167,-0.0022557926713488996,300.52,0.8008379936218262,0.2,0.023393968760501593,20.251150000000003,-0.1632757307961583,0.001708984375,9991,0.0034122513607144356,1e-05,0.00045869622
2565108,141,861,167,-0.0006346985173877329,301.14,0.8931334018707275,0.2,0.0071758544945623726,20.4789,-0.1549613382667303,0.000244140625,9995,0.0011092419736087322,1e-05,0.00022923265
2566132,142,867,167,-0.0018165771471103653,301.14,0.8937777876853943,0.2,0.006117627548519522,20.47835,-0.15407125372439623,0.001220703125,9999,-0.0021439760457724333,1e-05,0.00068875833
