rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/time_elapsed,train/approx_kl,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/entropy_loss,train/loss,train/learning_rate,train/clip_range
123.44,173,8.7097,557264,139,822,0.010563539,2168,0.05908203125,-0.0035892791056539863,0.3914163410663605,0.5145522356033325,-1.0906347334384918,0.1735737919807434,0.0001,0.2
119.14,173,8.3802,558288,140,827,0.0021446357,2172,0.010009765625,-0.0016882685013115406,0.4218418262898922,0.6376780867576599,-1.075678288936615,0.1611534208059311,0.0001,0.2
124.68,173,8.650400000000001,559312,141,833,0.0038035025,2176,0.005615234375,-0.0012577517190948129,0.8694712221622467,0.42403465509414673,-1.0598436072468758,0.42938658595085144,0.0001,0.2
118.21,173,8.1964,560336,142,839,0.0008307365,2180,0.0,-0.0011045427527278662,0.6268127858638763,0.6309628486633301,-1.0435852035880089,0.32239893078804016,0.0001,0.2
112.38,173,7.687100000000002,561360,143,845,0.00023866043,2184,0.0029296875,-0.0010497017647139728,0.9395117200911045,0.4207701086997986,-1.0336435958743095,0.4281955659389496,0.0001,0.2
115.75,173,7.8218000000000005,562384,144,851,0.00437875,2188,0.01171875,-0.001800491736503318,0.7176807262003422,0.5897533297538757,-1.0740170031785965,0.287054181098938,0.0001,0.2
115.75,173,7.921,563408,145,857,0.002178492,2192,0.0009765625,-0.00010173168266192079,0.4843321871012449,0.5740110874176025,-1.0967644155025482,0.22177474200725555,0.0001,0.2
120.28,173,8.2142,564432,146,862,0.0018922728,2196,0.01171875,-0.0003880324657075107,0.6208163909614086,0.4420776963233948,-1.0819881334900856,0.28356778621673584,0.0001,0.2
118.38,173,8.1677,565456,147,868,0.0016927712,2200,0.0009765625,-0.0008232523105107248,0.5677475165575743,0.5442303419113159,-1.078670158982277,0.23405034840106964,0.0001,0.2
118.48,173,8.272999999999998,566480,148,874,0.009094652,2204,0.047607421875,-0.004520620248513296,0.6611079499125481,0.4327235221862793,-1.0458030849695206,0.2689259350299835,0.0001,0.2
121.84,173,8.578700000000001,567504,149,880,0.014883613,2208,0.048095703125,-0.00591844369773753,0.5652932599186897,0.4637598991394043,-1.102106861770153,0.23581130802631378,0.0001,0.2
120.92,173,8.5543,568528,150,886,0.0010754077,2212,0.001708984375,-0.002223582414444536,0.6310646273195744,0.4973759651184082,-1.1059782579541206,0.3003431558609009,0.0001,0.2
122.47,173,8.706600000000002,569552,151,891,0.0007675785,2216,0.00048828125,-0.0004497625632211566,0.8199016377329826,0.2613948583602905,-1.0830409526824951,0.35857802629470825,0.0001,0.2
125.28,173,8.897199999999998,570576,152,897,0.002395506,2220,0.003173828125,-0.0010113107273355126,0.6972380094230175,0.48176658153533936,-1.1156410053372383,0.3015918433666229,0.0001,0.2
