rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/iterations,train/clip_range,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/explained_variance,train/n_updates,train/learning_rate,train/loss
126.23,178,9.5163,829,719060,145,0.2,-1.0287077575922012,0.009387168,-0.0031909811950754374,0.7821362055838108,0.0693359375,0.4768330454826355,2800,0.0001,0.3918417692184448
125.29,178,9.4949,835,720084,146,0.2,-1.0230596996843815,0.0068855593,-0.0040160266507882625,0.8818155080080032,0.010986328125,0.45733392238616943,2804,0.0001,0.32706817984580994
126.29,179,9.576400000000001,840,721108,147,0.2,-0.9713676273822784,0.0026854621,-0.002408754313364625,0.5806301068514585,0.005615234375,0.616133451461792,2808,0.0001,0.1943673938512802
128.45,179,9.7047,846,722132,148,0.2,-1.0026140287518501,0.00095461035,-0.0003321452240925282,0.5922909323126078,0.00341796875,0.6202057600021362,2812,0.0001,0.17678202688694
128.82,179,9.826799999999999,851,723156,149,0.2,-1.046242594718933,0.012688894,-0.00308459613006562,0.6246458552777767,0.05126953125,0.6560580730438232,2816,0.0001,0.29105252027511597
131.15,179,9.972299999999999,857,724180,150,0.2,-1.0639413744211197,0.0040194374,-0.004945777647662908,0.4684283100068569,0.01171875,0.7074571251869202,2820,0.0001,0.19526195526123047
131.95,179,10.0144,862,725204,151,0.2,-1.0423937141895294,0.0044255755,-0.0006064243061700836,0.4110944364219904,0.007080078125,0.618266224861145,2824,0.0001,0.1551131159067154
135.24,179,10.020699999999998,868,726228,152,0.2,-1.1078154668211937,0.0032991292,-0.0027762172103393823,1.0089737176895142,0.011962890625,0.5118448734283447,2828,0.0001,0.44648128747940063
136.12,179,10.1287,873,727252,153,0.2,-1.0500485226511955,0.014702118,-0.00441023547318764,0.45312302000820637,0.083740234375,0.6772093772888184,2832,0.0001,0.1596706658601761
134.87,179,10.100100000000001,879,728276,154,0.2,-1.0308926105499268,0.0036948076,-0.0030410309555009007,0.6803965233266354,0.00341796875,0.5332812070846558,2836,0.0001,0.30444470047950745
135.25,179,10.1258,885,729300,155,0.2,-1.0198670625686646,0.007878261,-0.0036225186195224524,0.564196914434433,0.0244140625,0.5819883346557617,2840,0.0001,0.20126879215240479
133.3,179,9.9194,890,730324,156,0.2,-1.049099013209343,0.011223813,-0.0037078468303661793,0.6020495966076851,0.069580078125,0.6370173692703247,2844,0.0001,0.21329157054424286
133.97,179,9.883199999999999,896,731348,157,0.2,-1.0662505477666855,0.005093927,-0.0007160521345213056,0.5300563778728247,0.0283203125,0.7356756925582886,2848,0.0001,0.1915850192308426
